"num","conm","tic","gvkey_chr","cusip","first_date","last_date","fds","Num_Articles","Num_Duplicates","Downloaded","Num_Files"
"245","WORTHINGTON INDUSTRIES","WOR",11600,"981811102",2004-01-31,2004-11-30,"WTHG",17,0,1,1
"246","WRIGLEY (WM) JR CO","WWY",11609,"982526105",2004-01-31,2008-09-30,"WRGLY",94,0,1,1
"247","TJX COMPANIES INC","TJX",11672,"872540109",2004-01-31,2018-06-30,"ZY",395,134,1,4
"248","ZIONS BANCORPORATION","ZION",11687,"989701107",2004-01-31,2018-06-30,"ZION",289,88,1,3
"249","BEAR STEARNS COMPANIES INC","BSC.1",11818,"073902108",2004-01-31,2008-05-31,"BERSTN",363,11,1,4
"250","ANADARKO PETROLEUM CORP","APC",11923,"032511107",2004-01-31,2018-06-30,"ANADP",384,157,1,4
"251","NOBLE CORP PLC","NE",11925,"G65431101",2004-01-31,2015-06-30,"NBDRL",122,9,1,2
"252","EMC CORP/MA","EMC",12053,"268648102",2004-01-31,2016-08-31,"EMCORP",560,215,1,6
"253","BIG LOTS INC","BIG",12123,"089302103",2004-01-31,2013-01-31,"COSTC",196,48,1,2
"254","MORGAN STANLEY","MS",12124,"617446448",2004-01-31,2018-06-30,"DWITD",3974,1841,1,40
"255","SUN MICROSYSTEMS INC","JAVA",12136,"866810203",2004-01-31,2009-12-31,"SUNMIC",431,31,1,5
"256","PRICE (T. ROWE) GROUP","TROW",12138,"74144T108",2004-01-31,2018-06-30,"ROWPRI",205,85,1,3
"257","SUNGARD DATA SYSTEMS INC","SDS.2",12144,"867363103",2004-01-31,2005-07-31,"SUNGDS",35,0,1,1
"258","LINEAR TECHNOLOGY CORP","LLTC",12216,"535678106",2004-01-31,2017-02-28,"LINTEC",123,35,1,2
"259","HEALTH MANAGEMENT ASSOC","HMA",12338,"421933102",2004-01-31,2007-02-28,"HMANAS",73,0,1,1
"260","HARLEY-DAVIDSON INC","HOG",12389,"412822108",2004-01-31,2018-06-30,"HDAV",566,212,1,6
"261","ALTICE USA INC","CVC",12485,"12686C109",2010-12-31,2016-05-31,"CABSY",90,87,1,1
"262","ADOBE SYSTEMS INC","ADBE",12540,"00724F101",2004-01-31,2018-06-30,"ADOSY",496,207,1,5
"263","UNUM GROUP","UNM",12726,"91529Y106",2004-01-31,2018-06-30,"UMLA",241,41,1,3
"264","COCA-COLA EUROPEAN PARTNERS","CCE",12756,"G25839104",2004-01-31,2016-04-30,"COCEPS",496,116,1,5
"265","HARMAN INTERNATIONAL INDS","HAR",12788,"413086109",2006-02-28,2017-02-28,"HARINT",94,39,1,1
"266","COMVERSE TECHNOLOGY INC","CMVT",12884,"205862402",2004-01-31,2007-01-31,"COMVTC",61,0,1,1
"267","TWENTY-FIRST CENTURY FOX INC","FOXA",12886,"90130A101",2004-12-31,2018-06-30,"NEWSC",1022,488,1,11
"268","TWENTY-FIRST CENTURY FOX INC","FOX",12886,"90130A200",2015-09-30,2018-06-30,"NEWSC",127,69,1,2
"269","KRAFT FOODS GROUP INC","KRFT",12978,"50076Q106",2012-10-31,2015-06-30,"KFGIZ",68,81,1,1
"270","JOY GLOBAL INC","JOY",13003,"481165108",2011-02-28,2015-09-30,"HARNSH",75,74,1,1
"271","SYNOVUS FINANCIAL CORP","SNV",13041,"87161C501",2004-01-31,2007-12-31,"CBTB",42,0,1,1
"272","FISHER SCIENTIFIC INTL INC","FSH.2",13204,"338032204",2004-08-31,2006-10-31,"FISHSC",51,0,1,1
"273","PROGRESSIVE CORP-OHIO","PGR",13341,"743315103",2004-01-31,2018-06-30,"PROCO",320,95,1,4
"274","BARR PHARMACEUTICALS INC","BRL",13365,"068306109",2006-02-28,2008-11-30,"BARLAB",59,3,1,1
"275","CADENCE DESIGN SYSTEMS INC","CDNS",13421,"127387108",2017-09-30,2018-06-30,"ECADUS",4,0,1,1
"276","LEVEL 3 COMMUNICATIONS INC","LVLT",13440,"52729N308",2014-11-30,2017-09-30,"LVLTCM",39,21,1,1
"277","CARNIVAL CORP/PLC (USA)","CCL",13498,"143658300",2004-01-31,2018-06-30,"CRNIVL",587,201,1,6
"278","DUKE REALTY CORP","DRE",13510,"264411505",2017-07-31,2018-06-30,"DUKRIV",18,7,1,1
"279","TIFFANY & CO","TIF",13646,"886547108",2004-01-31,2018-06-30,"TFANY",460,165,1,5
"280","DENTSPLY SIRONA INC","XRAY",13700,"24906P109",2008-11-30,2018-06-30,"GDXC",60,27,1,1
"281","SCHWAB (CHARLES) CORP","SCHW",13988,"808513105",2004-01-31,2018-06-30,"SCHWAB",565,199,1,6
"282","MAXIM INTEGRATED PRODUCTS","MXIM",14256,"57772K101",2004-01-31,2007-08-31,"MXPROD",74,0,1,1
"283","PIONEER NATURAL RESOURCES CO","PXD",14359,"723787107",2008-09-30,2018-06-30,"PARPAR",123,53,1,2
"284","MGM RESORTS INTERNATIONAL","MGM",14418,"552953101",2017-07-31,2018-06-30,"MGMG",17,5,1,1
"285","WASTE MANAGEMENT INC","WM",14477,"94106L109",2004-01-31,2018-06-30,"USAWAS",238,61,1,3
"286","DELL TECHNOLOGIES INC","DELL",14489,"24702R101",2004-01-31,2013-09-30,"PCLTD",1796,874,1,18
"287","EW SCRIPPS  -CL A","SSP",14535,"811054402",2005-12-31,2008-06-30,"SCRIPE",67,1,1,1
"288","AMERICAN POWER CONVERSION CP","APCC.",14565,"029066107",2004-01-31,2007-01-31,"AMPCC",47,0,1,1
"289","NOVELLUS SYSTEMS INC","NVLS.",14623,"670008101",2004-01-31,2012-05-31,"NOVSYS",200,46,1,2
"290","OFFICE DEPOT INC","ODP",14624,"676220106",2004-01-31,2010-11-30,"OFFCD",282,38,1,3
"291","BMC SOFTWARE INC","BMC",14650,"055921100",2004-01-31,2013-08-31,"BMCSFT",231,77,1,3
"292","CINCINNATI FINANCIAL CORP","CINF",14824,"172062101",2004-01-31,2018-06-30,"CINFIN",179,20,1,2
"293","DEVON ENERGY CORP","DVN",14934,"25179M103",2004-01-31,2018-06-30,"DEVEN",313,125,1,4
"294","LABORATORY CP OF AMER HLDGS","LH",14960,"50540R409",2004-11-30,2018-06-30,"NHLABS",130,59,1,2
"295","BURLINGTON RESOURCES INC","BR.2",15084,"122014103",2004-01-31,2006-03-31,"BURLRE",48,0,1,1
"296","NORTH FORK BANCORPORATION","NFB",15202,"659424105",2004-01-31,2006-11-30,"NFCB",59,0,1,1
"297","FEDERAL HOME LOAN MORTG CORP","FMCC",15208,"313400301",2004-01-31,2008-08-31,"FREDDY",730,57,1,8
"298","VALERO ENERGY CORP","VLO",15247,"91913Y100",2004-04-30,2018-06-30,"VLRNGY",550,195,1,6
"299","SIGNET JEWELERS LTD","SIG",15520,"G81276100",2015-07-31,2018-02-28,"RTNR",54,30,1,1
"300","PLUM CREEK TIMBER CO INC","PCL",15709,"729251108",2004-01-31,2016-01-31,"PLUMCT",110,35,1,2
"301","PEOPLE'S UNITED FINL INC","PBCT",16245,"712704105",2008-11-30,2018-06-30,"PBRDGE",63,10,1,1
"302","EOG RESOURCES INC","EOG",16478,"26875P101",2004-01-31,2018-06-30,"ENOG",206,83,1,3
"303","ELECTRONIC ARTS INC","EA",16721,"285512109",2004-01-31,2018-06-30,"ELARTS",608,197,1,7
"304","CHARTER ONE FINANCIAL INC","CF.6",16751,"160903100",2004-01-31,2004-08-31,"FFSBCL",12,0,1,1
"305","COMMERCE BANCORP INC/NJ","CBH.1",16784,"200519106",2006-06-30,2008-02-29,"COBANJ",11,0,1,1
"306","SVB FINANCIAL GROUP","SIVB",17120,"78486Q101",2018-03-31,2018-06-30,"SILVBS",2,0,1,1
"307","SANTANDER HOLDINGS USA INC","SOV",17130,"845905108",2004-07-31,2008-12-31,"SOVBAN",170,4,1,2
"308","IQVIA HOLDINGS INC","IQV",17928,"46266C105",2017-08-31,2018-06-30,"QUINTL",1,0,1,1
"309","CAESARS ENTERTAINMENT CORP","HET.",20423,"413619107",2004-01-31,2007-12-31,"PRMUS",135,0,1,2
"310","CABOT OIL & GAS CORP","COG",20548,"127097103",2008-06-30,2018-06-30,"CBOTOL",110,42,1,2
"311","DENBURY RESOURCES INC","DNR",20653,"247916208",2009-04-30,2015-02-28,"NWSCOP",61,30,1,1
"312","SYNCHRONY FINANCIAL","SYF",20686,"87165B103",2015-11-30,2018-06-30,"PTWAGK",67,25,1,1
"313","CISCO SYSTEMS INC","CSCO",20779,"17275R102",2004-01-31,2018-06-30,"CISCOS",892,349,1,9
"314","CITIZENS FINANCIAL GROUP INC","CFG",21825,"174610105",2016-02-29,2018-06-30,"CSBRI",67,36,1,1
"315","ALLIED WASTE INDUSTRIES INC","AW",22140,"019589308",2004-01-31,2008-11-30,"ALWAS",84,1,1,1
"316","HCA HEALTHCARE INC","HCA.2",22260,"404119109",2004-01-31,2006-10-31,"COLHSP",288,0,1,3
"317","HCA HEALTHCARE INC","HCA",22260,"40412C101",2015-01-31,2018-06-30,"COLHSP",85,57,1,1
"318","BJ SERVICES CO","BJS.1",22794,"055482103",2004-01-31,2010-03-31,"BJSER",144,26,1,2
"319","REGENERON PHARMACEUTICALS","REGN",23812,"75886F107",2013-05-31,2018-06-30,"REGPH",81,40,1,1
"320","COLUMBIA PIPELINE GROUP INC","CPGX",23827,"198280109",2015-07-31,2016-06-30,"NIGTAS",17,14,1,1
"321","COVENTRY HEALTH CARE INC","CVH",23877,"222862104",2005-08-31,2013-04-30,"GHPI",105,46,1,2
"322","UNITED STATES STEEL CORP","X",23978,"912909108",2004-01-31,2014-06-30,"USXMAR",134,13,1,2
"323","IDEXX LABS INC","IDXX",24197,"45168D104",2017-01-31,2018-06-30,"IDEXXC",12,0,1,1
"324","AMBAC FINANCIAL GROUP INC","ABKFQ",24287,"023139108",2004-01-31,2008-05-31,"AMBAIC",114,8,1,2
"325","MONSTER BEVERAGE CORP","MNST",24316,"61174X109",2012-06-30,2018-06-30,"FSPSI",159,70,1,2
"326","XL GROUP LTD","XL",24318,"G98294104",2004-01-31,2018-06-30,"XLINS",118,20,1,2
"327","VERTEX PHARMACEUTICALS INC","VRTX",24344,"92532F100",2013-09-30,2018-06-30,"VERPHA",58,24,1,1
"328","MGIC INVESTMENT CORP/WI","MTG",24379,"552848103",2004-01-31,2008-09-30,"MGIC",103,2,1,2
"329","MANOR CARE INC","HCR",24607,"564055101",2004-01-31,2007-10-31,"HCRXI",61,0,1,1
"330","PAYPAL HOLDINGS INC","PYPL",24616,"70450Y103",2015-07-31,2018-06-30,"XCMCRP",96,89,1,1
"331","KIMCO REALTY CORP","KIM",24731,"49446R109",2006-04-30,2018-06-30,"KMCOR",158,44,1,2
"332","PERRIGO CO PLC","PRGO",24782,"G97822103",2011-12-31,2018-06-30,"PERRGO",83,31,1,1
"333","GILEAD SCIENCES INC","GILD",24856,"375558103",2004-07-31,2018-06-30,"GILSCI",405,186,1,5
"334","NEXTEL COMMUNICATIONS INC","NXTL",24870,"65332V103",2004-01-31,2005-07-31,"FLTCLL",91,0,1,1
"335","WHOLE FOODS MARKET INC","WFM",24893,"966837106",2006-01-31,2017-07-31,"WHOFOO",371,224,1,4
"336","ROPER TECHNOLOGIES INC","ROP",24925,"776696106",2009-12-31,2018-06-30,"ROPIND",88,21,1,1
"337","TIME WARNER INC","TWX",25056,"887317303",2004-01-31,2018-05-31,"AMRONL",606,214,1,7
"338","MOHAWK INDUSTRIES INC","MHK",25119,"608190104",2013-12-31,2018-06-30,"MOHIN",44,20,1,1
"339","FIRST DATA CORP","FDC.2",25157,"319963104",2004-01-31,2007-08-31,"FDATC",190,0,1,2
"340","BOSTON SCIENTIFIC CORP","BSX",25279,"101137107",2004-01-31,2018-06-30,"BOSTS",867,278,1,9
"341","BED BATH & BEYOND INC","BBBY",25338,"075896100",2004-01-31,2017-06-30,"BEDBAB",455,190,1,5
"342","D R HORTON INC","DHI",25340,"23331A109",2005-07-31,2018-06-30,"DRHRTN",475,161,1,5
"343","EXPRESS SCRIPTS HOLDING CO","ESRX",25356,"30219G108",2004-01-31,2018-06-30,"EXPSCR",585,296,1,6
"344","PATTERSON COMPANIES INC","PDCO",25880,"703395103",2005-10-31,2018-02-28,"PATDET",66,27,1,1
"345","IAC/INTERACTIVECORP","IAC",26061,"44919P508",2006-12-31,2008-07-31,"SILKI",51,4,1,1
"346","HEWLETT PACKARD ENTERPRISE","HPE",26156,"42824C109",2015-11-30,2018-06-30,"HPNTRZ",91,74,1,1
"347","CHESAPEAKE ENERGY CORP","CHK",27786,"165167107",2006-03-31,2018-02-28,"CHSPKE",485,356,1,5
"348","MICROCHIP TECHNOLOGY INC","MCHP",27965,"595017104",2007-09-30,2018-06-30,"MICCHP",122,54,1,2
"349","FOSSIL GROUP INC","FOSL",28118,"34988V106",2012-04-30,2015-12-31,"FOSSIL",79,48,1,1
"350","O'REILLY AUTOMOTIVE INC","ORLY",28180,"67103H107",2009-03-31,2018-06-30,"ORELAU",129,62,1,2
"351","ROYAL CARIBBEAN CRUISES LTD","RCL",28191,"V7780T103",2014-12-31,2018-06-30,"RCCL",47,12,1,1
"352","XTO ENERGY INC","XTO",28256,"98385X106",2004-12-31,2010-05-31,"CTIMB",76,9,1,1
"353","FLIR SYSTEMS INC","FLIR",28477,"302445101",2009-01-31,2018-06-30,"FLIR",73,26,1,1
"354","EQUITY RESIDENTIAL","EQR",28733,"29476L107",2004-01-31,2018-06-30,"EQIPRO",209,56,1,3
"355","KEURIG DR PEPPER INC","GMCR",28877,"49271M100",2014-03-31,2016-02-29,"GMCR",126,57,1,2
"356","MARRIOTT INTL INC","MAR",28930,"571903202",2004-01-31,2018-06-30,"SDHMRT",327,161,1,4
"357","COSTCO WHOLESALE CORP","COST",29028,"22160K105",2004-01-31,2018-06-30,"PCLB",435,246,1,5
"358","MERCURY INTERACTIVE CORP","MERQ",29095,"589405109",2004-01-31,2005-12-31,"MERCSF",77,0,1,1
"359","REGENCY CENTERS CORP","REG",29099,"758849103",2017-03-31,2018-06-30,"RGRC",14,3,1,1
"360","URBAN OUTFITTERS INC","URBN",29150,"917047102",2010-02-28,2017-02-28,"URBANO",190,93,1,2
"361","NEWFIELD EXPLORATION CO","NFX",29173,"651290108",2010-12-31,2018-06-30,"NFEXPL",50,5,1,1
"362","VIAVI SOLUTIONS INC","VIAV",29241,"925550105",2004-01-31,2013-11-30,"UNPHSE",204,36,1,3
"363","VERITAS SOFTWARE CORP","VRTS.",29356,"923436109",2004-01-31,2005-06-30,"TOLSY",86,0,1,1
"364","SIMON PROPERTY GROUP INC","SPG",29389,"828806109",2004-01-31,2018-06-30,"SIMPO",296,134,1,3
"365","EASTMAN CHEMICAL CO","EMN",29392,"277432100",2004-01-31,2018-06-30,"EASCH",303,107,1,4
"366","MID-AMERICA APT CMNTYS INC","MAA",29649,"59522J103",2016-12-31,2018-06-30,"MIDAAP",6,0,1,1
"367","MARTIN MARIETTA MATERIALS","MLM",29733,"573284106",2014-07-31,2018-06-30,"MMATR",45,9,1,1
"368","TRACTOR SUPPLY CO","TSCO",29736,"892356106",2014-01-31,2018-06-30,"TRACSU",44,12,1,1
"369","AVALONBAY COMMUNITIES INC","AVB",29875,"053484101",2007-01-31,2018-06-30,"BAYAPC",87,44,1,1
"370","AK STEEL HOLDING CORP","AKS",29968,"001547108",2008-07-31,2011-11-30,"ARMCOS",37,19,1,1
"371","LEHMAN BROTHERS HOLDINGS INC","LEHMQ",30128,"524908100",2004-01-31,2008-08-31,"LEHBRO",405,25,1,5
"372","NEKTAR THERAPEUTICS","NKTR",30137,"640268108",2018-03-31,2018-06-30,"INHTHP",2,0,1,1
"373","ESSEX PROPERTY TRUST","ESS",30293,"297178105",2014-04-30,2018-06-30,"ESXPRO",18,7,1,1
"374","APARTMENT INVST & MGMT CO","AIV",30490,"03748R101",2004-01-31,2018-06-30,"APINV",82,23,1,1
"375","AFFILIATED COMPUTER SERVICES","ACS",30697,"008190100",2004-04-30,2010-01-31,"AFFCM",115,3,1,2
"376","REALTY INCOME CORP","O",30822,"756109104",2015-04-30,2018-06-30,"RTZYIC",121,30,1,2
"377","CAPITAL ONE FINANCIAL CORP","COF",30990,"14040H105",2004-01-31,2018-06-30,"CPTONE",453,202,1,5
"378","APOLLO EDUCATION GROUP INC","APOL",31122,"037604105",2004-01-31,2013-06-30,"APPGRO",2,0,1,1
"379","CAREMARK RX INC","CMX.1",31549,"141705103",2004-03-31,2007-02-28,"MDPART",137,0,1,2
"380","DOLLAR TREE INC","DLTR",31587,"256746108",2011-12-31,2018-06-30,"DOLTRE",193,149,1,2
"381","BRIGHTHOUSE FINANL INC","BHF",31774,"10922N103",2017-08-31,2018-06-30,"BFFXOF",6,0,1,1
"382","DARDEN RESTAURANTS INC","DRI",31846,"237194105",2004-01-31,2018-06-30,"DRDNRS",476,143,1,5
"383","CAMERON INTERNATIONAL CORP","CAM",60894,"13342B105",2008-01-31,2016-03-31,"CPRCMR",45,32,1,1
"384","DISH NETWORK CORP","DISH",60900,"25470M109",2017-03-31,2018-06-30,"ECHOSP",24,6,1,1
"385","EVEREST RE GROUP LTD","RE",61388,"G3223R108",2017-06-30,2018-06-30,"PRREHO",11,1,1,1
"386","DIAMOND OFFSHRE DRILLING INC","DO",61409,"25271C102",2009-02-28,2016-09-30,"DIADRI",62,43,1,1
"387","SCHEIN (HENRY) INC","HSIC",61494,"806407102",2015-03-31,2018-06-30,"HNRSCH",42,11,1,1
"388","LEXMARK INTL INC  -CL A","LXK",61552,"529771107",2004-01-31,2012-09-30,"LEXMK",176,34,1,2
"389","LAUDER (ESTEE) COS INC -CL A","EL",61567,"518439104",2006-01-31,2018-06-30,"LAUDR",172,97,1,2
"390","CITRIX SYSTEMS INC","CTXS",61676,"177376100",2004-01-31,2018-06-30,"CITRXS",175,65,1,2
"391","HARTFORD FINANCIAL SERVICES","HIG",61739,"416515104",2004-01-31,2018-06-30,"ITTHE",304,121,1,4
"392","ALEXION PHARMACEUTICALS INC","ALXN",62263,"015351109",2012-05-31,2018-06-30,"ALEXPH",96,52,1,1
"393","IRON MOUNTAIN INC","IRM",62374,"46284V101",2009-01-31,2018-06-30,"PIELE",120,30,1,2
"394","LUCENT TECHNOLOGIES INC","LU",62599,"549463107",2004-01-31,2006-11-30,"LUCTI",231,0,1,3
"395","DEAN FOODS CO","DF",62655,"242370203",2006-04-30,2013-04-30,"SUZFOD",218,102,1,3
"396","TRAVELERS COS INC","TRV",62689,"89417E109",2004-01-31,2018-06-30,"STPAUL",198,61,1,2
"397","TUPPERWARE BRANDS CORP","TUP",62897,"899896104",2004-01-31,2004-02-29,"TUPCRP",0,0,1,0
"398","TITANIUM METALS CORP","TIE",62984,"888339207",2007-10-31,2012-11-30,"TITMET",14,4,1,1
"399","SIEBEL SYSTEMS INC","SEBL",63180,"826170102",2004-01-31,2006-01-31,"SBLSYS",170,0,1,2
"400","E TRADE FINANCIAL CORP","ETFC",63501,"269246401",2004-04-30,2018-06-30,"ETRADE",413,122,1,5
"401","ABERCROMBIE & FITCH  -CL A","ANF",63643,"002896207",2007-03-31,2013-11-30,"ABERFT",199,118,1,2
"402","ENDO INTERNATIONAL PLC","ENDP",63645,"G30401106",2015-01-31,2017-02-28,"ENDOPH",50,49,1,1
"403","UNIVISION COMMUNICATIONS INC","UVN.1",63669,"914906102",2004-01-31,2007-02-28,"UNVISI",105,0,1,2
"404","SABRE HOLDINGS CORP  -CL A","TSG.2",63766,"785905100",2004-01-31,2007-03-31,"SABREH",0,0,1,0
"405","IMS HEALTH HOLDINGS INC","RX",63800,"449934108",2004-01-31,2010-02-28,"CGNZNT",96,6,1,1
"406","NATIONAL OILWELL VARCO INC","NOV",63892,"637071101",2005-03-31,2018-06-30,"NATOL",169,65,1,2
"407","MONSTER WORLDWIDE INC","MWW",64156,"611742107",2004-01-31,2011-11-30,"TMPTM",173,17,1,2
"408","QUEST DIAGNOSTICS INC","DGX",64166,"74834L100",2004-01-31,2018-06-30,"QUDIAG",304,77,1,4
"409","TAKE-TWO INTERACTIVE SFTWR","TTWO",64630,"874054109",2018-03-31,2018-06-30,"TKTWSF",7,2,1,1
"410","ALEXANDRIA R E EQUITIES INC","ARE",64821,"015271109",2017-03-31,2018-06-30,"LXNDRI",24,2,1,1
"411","RALPH LAUREN CORP","RL",64891,"751212101",2007-02-28,2018-06-30,"RALURN",267,141,1,3
"412","BOSTON PROPERTIES INC","BXP",64925,"101121101",2006-04-30,2018-06-30,"BOPRO",138,68,1,2
"413","EQUITY OFFICE PROPERTIES TR","EOP",65048,"294741103",2004-01-31,2007-01-31,"EQOFPR",90,0,1,1
"414","SL GREEN REALTY CORP","SLG",65290,"78440X101",2015-03-31,2018-06-30,"SLGRRC",63,11,1,1
"415","AMERICAN CAPITAL LTD","ACAS",65345,"02503Y103",2007-07-31,2009-02-28,"AMRCAP",21,1,1,1
"416","YUM BRANDS INC","YUM",65417,"988498101",2004-01-31,2018-06-30,"TRCNGB",848,568,1,9
"417","C H ROBINSON WORLDWIDE INC","CHRW",65609,"12541W209",2007-03-31,2018-06-30,"ROBWWI",84,34,1,1
"418","METTLER-TOLEDO INTL INC","MTD",65772,"592688105",2016-09-30,2018-06-30,"METTOL",13,4,1,1
"419","AFFILIATED MANAGERS GRP INC","AMG",65886,"008252108",2014-07-31,2018-06-30,"AFFMAN",14,9,1,1
"420","APPLIED MICRO CIRCUITS CORP","AMCC",65904,"03822W406",2004-01-31,2006-04-30,"APMICR",43,0,1,1
"421","ENVISION HEALTHCARE CORP","EVHC",65967,"29414D100",2016-12-31,2018-06-30,"AMSURG",0,0,1,0
"422","UNITED RENTALS INC","URI",66065,"911363109",2014-09-30,2018-06-30,"URENT",66,12,1,1
"423","QUANTA SERVICES INC","PWR",66446,"74762E102",2009-07-31,2018-06-30,"QUTSRV",98,42,1,1
"424","FEDERATED INVESTORS INC","FII",66731,"314211103",2004-01-31,2012-12-31,"FEDINV",118,8,1,2
"425","NIELSEN HOLDINGS PLC","NLSN",100873,"G6518L108",2013-07-31,2018-06-30,"NLSNHB",39,3,1,1
"426","NORWEGIAN CRUISE LINE HLDGS","NCLH",104432,"G66721104",2017-10-31,2018-06-30,"KLSTRS",16,15,1,1
"427","AMERICAN TOWER CORP","AMT",105365,"03027X100",2007-11-30,2018-06-30,"AMTOWC",141,89,1,2
"428","L3 TECHNOLOGIES INC","LLL",110685,"502413107",2004-12-31,2018-06-30,"LTHCOM",203,48,1,3
"429","COGNIZANT TECH SOLUTIONS","CTSH",111864,"192446102",2006-11-30,2018-06-30,"CGNTCH",120,105,1,2
"430","REPUBLIC SERVICES INC","RSG",112168,"760759100",2008-12-31,2018-06-30,"RPBSRV",84,42,1,1
"431","CROWN CASTLE INTL CORP","CCI",113490,"22822V101",2012-03-31,2018-06-30,"CRWCAS",57,41,1,1
"432","GOLDMAN SACHS GROUP INC","GS",114628,"38141G104",2004-01-31,2018-06-30,"GLDMNS",1693,1058,1,17
"433","LIFE TECHNOLOGIES CORP","LIFE.",118577,"53217V109",2008-11-30,2013-12-31,"INVTGN",49,17,1,1
"434","BOOKING HOLDINGS INC","BKNG",119314,"09857L108",2009-11-30,2018-06-30,"PRCLN",235,202,1,3
"435","CNX RESOURCES CORPORATION","CNX",120093,"12653C108",2006-06-30,2016-02-29,"CONCOL",231,98,1,3
"436","REYNOLDS AMERICAN INC","RAI",120877,"761713106",2004-01-31,2017-06-30,"RJRTOB",369,270,1,4
"437","F5 NETWORKS INC","FFIV",121077,"315616102",2010-12-31,2018-06-30,"FFIVE",103,37,1,2
"438","SBA COMMUNICATIONS CORP","SBAC",121382,"78410G104",2017-09-30,2018-06-30,"SBACOM",5,1,1,1
"439","JUNIPER NETWORKS INC","JNPR",121718,"48203R104",2006-06-30,2018-06-30,"JUNNET",232,103,1,3
"440","HUDSON CITY BANCORP INC","HCBK",122015,"443683107",2007-02-28,2015-10-31,"HUDCIB",101,45,1,2
"441","RED HAT INC","RHT",122841,"756577102",2009-07-31,2018-06-30,"RHAT",152,65,1,2
"442","AKAMAI TECHNOLOGIES INC","AKAM",125595,"00971T101",2007-07-31,2018-06-30,"AKMT",127,59,1,2
"443","CHARTER COMMUNICATIONS INC","CHTR",126136,"16119P108",2016-09-30,2018-06-30,"CHCOMI",48,10,1,1
"444","EXPEDIA GROUP INC","EXPE",126296,"30212P303",2007-10-31,2018-06-30,"EXPDIA",364,242,1,4
"445","AGILENT TECHNOLOGIES INC","A",126554,"00846U101",2004-01-31,2018-06-30,"AGLTCH",260,96,1,3
"446","HANCOCK JOHN FINL SVCS INC","JHF",128659,"41014S106",2004-01-31,2004-03-31,"JNHNFN",4,0,1,1
"447","PACKAGING CORP OF AMERICA","PKG",128978,"695156109",2017-07-31,2018-06-30,"PKGCRP",13,0,1,1
"448","EDWARDS LIFESCIENCES CORP","EW",133366,"28176E108",2011-04-30,2018-06-30,"EDLFSC",205,79,1,3
"449","AT&T WIRELESS SERVICES INC","AWE.2",134845,"00209A106",2004-01-31,2004-09-30,"ATTWIR",42,0,1,1
"450","FRONTIER COMMUNICATIONS CORP","FTR",135484,"35906A306",2004-01-31,2017-02-28,"CIUT",167,34,1,2
"451","NRG ENERGY INC","NRG",135990,"629377508",2010-01-31,2018-06-30,"NRGENG",163,97,1,2
"452","INTUITIVE SURGICAL INC","ISRG",136725,"46120E602",2008-06-30,2018-06-30,"INSURG",163,130,1,2
"453","JANUS CAPITAL GROUP INC","JNS",137232,"47102X105",2004-01-31,2011-10-31,"STWFIN",193,24,1,2
"454","ALIGN TECHNOLOGY INC","ALGN",141384,"016255101",2017-06-30,2018-06-30,"ALIGNT",6,1,1,1
"455","MASSEY ENERGY CO","MEE",141400,"576206106",2008-06-30,2011-05-31,"FLRCO",116,37,1,2
"456","GLOBAL PAYMENTS INC","GPN",141913,"37940X102",2016-04-30,2018-06-30,"GLOPMT",26,5,1,1
"457","PEABODY ENERGY CORP","BTUUQ",142460,"704549203",2006-11-30,2014-08-31,"PBDY",139,78,1,2
"458","FMC TECHNOLOGIES INC","FTI.1",142811,"30249U101",2009-06-30,2016-12-31,"FMCTEC",53,21,1,1
"459","MONDELEZ INTERNATIONAL INC","MDLZ",142953,"609207105",2007-04-30,2018-06-30,"DK",491,328,1,5
"460","PRUDENTIAL FINANCIAL INC","PRU",143356,"744320102",2004-01-31,2018-06-30,"PRUINS",525,180,1,6
"461","ALLIANCE DATA SYSTEMS CORP","ADS",143974,"018581108",2013-12-31,2018-06-30,"ALLDSC",40,9,1,1
"462","WILLIS TOWERS WATSON PLC","WLTW",144009,"G96629103",2016-01-31,2018-06-30,"WILF",37,16,1,1
"463","ROCKWELL COLLINS INC","COL",144066,"774341101",2004-01-31,2018-06-30,"RKWLCL",341,101,1,4
"464","ZIMMER BIOMET HOLDINGS INC","ZBH",144559,"98956P102",2004-01-31,2018-06-30,"ZIMO",262,98,1,3
"465","PRINCIPAL FINANCIAL GRP INC","PFG",145701,"74251V102",2004-01-31,2018-06-30,"PMLIFE",292,79,1,3
"466","ADVANCE AUTO PARTS INC","AAP",145977,"00751Y106",2015-07-31,2018-06-30,"ADVPTS",54,15,1,1
"467","ACUITY BRANDS INC","AYI",146017,"00508Y102",2016-05-31,2018-05-31,"ACUITY",21,2,1,1
"468","TRANSDIGM GROUP INC","TDG",148349,"893641100",2016-06-30,2018-06-30,"TRANSD",19,0,1,1
"469","CME GROUP INC","CME",149070,"12572Q105",2006-08-31,2018-06-30,"CHMER",557,272,1,6
"470","WYNN RESORTS LTD","WYNN",149318,"983134107",2008-11-30,2018-06-30,"WYNNR",279,173,1,3
"471","CIT GROUP INC","CITGQ",149738,"125581108",2004-10-31,2009-06-30,"CITCIT",155,2,1,2
"472","CIMAREX ENERGY CO","XEC",150699,"171798101",2014-06-30,2018-06-30,"CIMENG",14,3,1,1
