"num","conm","tic","gvkey_chr","cusip","first_date","last_date","fds","Num_Articles","Num_Duplicates","Downloaded","Num_Files"
"473","SEAGATE TECHNOLOGY PLC","STX",150937,"G7945M107",2012-07-31,2018-06-30,"SEAGT",79,46,1,1
"474","QEP RESOURCES INC","QEP",154357,"74733V100",2010-07-31,2015-06-30,"QEPRES",44,17,1,1
"475","GENWORTH FINANCIAL INC","GNW",158354,"37247D106",2005-12-31,2015-10-31,"GENWTH",246,81,1,3
"476","METROPCS COMMUNICATIONS INC","PCS",160256,"591708102",2009-06-30,2013-04-30,"GENWIR",47,47,1,1
"477","EXTRA SPACE STORAGE INC","EXR",160479,"30225T102",2016-01-31,2018-06-30,"XTRSPS",28,4,1,1
"478","DIGITAL REALTY TRUST INC","DLR",160991,"253868103",2016-05-31,2018-06-30,"DGRLTR",8,0,1,1
"479","ALPHA NATURAL RESOURCES INC","ANRZQ",162448,"02076X102",2011-06-30,2012-09-30,"ALPNRL",19,8,1,1
"480","IHS MARKIT LTD","INFO",162906,"G47567105",2017-06-30,2018-06-30,"MARKIT",14,3,1,1
"481","INTERCONTINENTAL EXCHANGE","ICE",163610,"45866F104",2007-09-30,2018-06-30,"INTCE",279,177,1,3
"482","CF INDUSTRIES HOLDINGS INC","CF",163946,"125269100",2008-08-31,2018-06-30,"CFIND",96,60,1,1
"483","AMERIPRISE FINANCIAL INC","AMP",164708,"03076C106",2005-10-31,2018-06-30,"AMEXFA",139,52,1,2
"484","UNDER ARMOUR INC","UAA",165052,"904311107",2014-05-31,2018-06-30,"UNDARM",261,87,1,3
"485","UNDER ARMOUR INC","UA",165052,"904311206",2016-04-30,2018-06-30,"UNDARM",197,69,1,2
"486","LEIDOS HOLDINGS INC","LDOS",165123,"525327102",2009-12-31,2013-08-31,"SCIAPP",58,29,1,1
"487","CHIPOTLE MEXICAN GRILL INC","CMG",165914,"169656105",2011-04-30,2018-06-30,"CHIPMG",229,157,1,3
"488","FIDELITY NATIONAL INFO SVCS","FIS",165993,"31620M106",2006-11-30,2018-06-30,"CRTEGY",85,12,1,1
"489","NYSE EURONEXT","NYX",166451,"629491101",2007-10-31,2013-10-31,"NYSE",324,209,1,4
"490","PHILLIPS 66","PSX",170841,"718546104",2012-05-31,2018-06-30,"PHLCAP",444,154,1,5
"491","REALOGY HOLDINGS CORP","H.4",174022,"75605E100",2006-08-31,2007-03-31,"RLGYCP",17,0,1,1
"492","WINDSTREAM HOLDINGS INC","WIN",174490,"97382A309",2006-07-31,2015-03-31,"VALORT",142,59,1,2
"493","WYNDHAM DESTINATIONS INC","WYND",174729,"98310W108",2006-08-31,2018-04-30,"WYNWLD",165,44,1,2
"494","WESTERN UNION CO","WU",175263,"959802109",2006-10-31,2018-06-30,"WUFSI",257,110,1,3
"495","FIRST SOLAR INC","FSLR",175404,"336433107",2009-10-31,2017-02-28,"FSOLAR",246,148,1,3
"496","IPG PHOTONICS CORP","IPGP",175955,"44980X109",2018-03-31,2018-06-30,"IPGPH",1,1,1,1
"497","SPECTRA ENERGY CORP","SE.7",176282,"847560109",2007-01-31,2017-01-31,"SPTRAE",151,65,1,2
"498","TIME WARNER CABLE INC","TWC",176404,"88732J207",2009-03-31,2016-04-30,"TWCAB",346,346,1,4
"499","TE CONNECTIVITY LTD","TEL",177267,"H84989104",2007-07-31,2018-06-30,"TYCEC",129,27,1,2
"500","DISCOVER FINANCIAL SVCS","DFS",177376,"254709108",2007-07-31,2018-06-30,"DISCFS",209,148,1,3
"501","CONCHO RESOURCES INC","CXO",177884,"20605P101",2016-02-29,2018-06-30,"CNCHRI",30,6,1,1
"502","ULTA BEAUTY INC","ULTA",178704,"90384S303",2016-04-30,2018-06-30,"ULTASC",32,11,1,1
"503","AMERICAN WATER WORKS CO INC","AWK",179437,"030420103",2016-03-31,2018-06-30,"AWK",16,1,1,1
"504","PHILIP MORRIS INTERNATIONAL","PM",179621,"718172109",2008-03-31,2018-06-30,"PMINTL",218,112,1,3
"505","DR PEPPER SNAPPLE GROUP INC","DPS",179700,"26138E109",2008-10-31,2018-06-30,"DRPSG",113,72,1,2
"506","SCRIPPS NETWORKS INTERACTIVE","SNI",180167,"811065101",2008-07-31,2018-02-28,"SCPNTW",91,62,1,1
"507","ACTIVISION BLIZZARD INC","ATVI",180405,"00507V109",2015-08-31,2018-06-30,"ACTVIS",138,61,1,2
"508","VERISK ANALYTICS INC","VRSK",180652,"92345Y106",2015-10-31,2018-06-30,"VRISKI",22,10,1,1
"509","MEAD JOHNSON NUTRITION CO","MJN",180833,"582839106",2009-12-31,2017-05-31,"MEAJON",87,63,1,1
"510","CBOE GLOBAL MARKETS INC","CBOE",184500,"12503M108",2017-03-31,2018-06-30,"CHBOEI",26,8,1,1
"511","MOTOROLA MOBILITY HLDGS INC","MMI.3",186106,"620097105",2011-01-31,2012-04-30,"MROLHO",17,16,1,1
"512","HUNTINGTON INGALLS IND INC","HII",186310,"446413106",2018-01-31,2018-06-30,"HGTONI",8,1,1,1
"513","MARATHON PETROLEUM CORP","MPC",186989,"56585A102",2011-07-31,2018-06-30,"MARATA",278,172,1,3
"514","WPX ENERGY INC","WPX",187128,"98212B103",2012-01-31,2014-02-28,"WPXYY",8,1,1,1
"515","FORTUNE BRANDS HOME & SECUR","FBHS",188255,"34964C106",2016-06-30,2018-06-30,"FBHSZZ",8,2,1,1
"516","MICHAEL KORS HOLDINGS LTD","KORS",198058,"G60754101",2013-11-30,2018-06-30,"KORSMD",41,22,1,1
"517","CBRE GROUP INC","CBRE",260774,"12504L109",2006-11-30,2018-06-30,"COLDB",121,53,1,2
"518","LYONDELLBASELL INDUSTRIES NV","LYB",294524,"N53745100",2012-09-30,2018-06-30,"LYO",49,18,1,1
"519","HESS CORP","HES",1380,"42809H107",2004-01-31,2018-06-30,"AMDHES",467,218,1,5
"520","BEAM INC","BEAM",1408,"073730103",2004-01-31,2014-04-30,"AMBRI",364,93,1,4
"521","AFLAC INC","AFL",1449,"001055102",2004-01-31,2018-06-30,"AFL",327,120,1,4
"522","TRANE INC","TT.2",1567,"892893108",2004-01-31,2008-05-31,"AMSTAN",136,0,1,2
"523","AMETEK INC","AME",1598,"031100100",2013-09-30,2018-06-30,"AMTAEP",55,4,1,1
"524","AMGEN INC","AMGN",1602,"031162100",2004-01-31,2018-06-30,"AMGE",850,349,1,9
"525","ANDREW CORP","ANDW",1651,"034425108",2004-01-31,2006-09-30,"ANDRW",98,0,1,1
"526","APACHE CORP","APA",1678,"037411105",2004-01-31,2018-06-30,"APCHE",322,175,1,4
"527","APPLE INC","AAPL",1690,"037833100",2004-01-31,2018-06-30,"APPLC",5377,4194,1,54
"528","AUTODESK INC","ADSK",1878,"052769106",2004-01-31,2018-06-30,"ATDK",359,87,1,4
"529","BALL CORP","BLL",1988,"058498106",2004-01-31,2018-06-30,"BALCOR",513,270,1,6
"530","BELLSOUTH CORP","BLS",2146,"079860102",2004-01-31,2006-12-31,"BLSATT",223,0,1,3
"531","BIOMET INC","BMET",2230,"090613100",2004-01-31,2007-06-30,"BMET",111,0,1,2
"532","ENSCO PLC","ESV",2270,"G3157S106",2007-01-31,2016-02-29,"BLOKEN",72,4,1,1
"533","BOEING CO","BA",2285,"097023105",2004-01-31,2018-06-30,"BOEING",2795,1193,1,28
"534","OFFICEMAX INC","OMX",2290,"67622P101",2004-01-31,2008-05-31,"BCC",152,1,1,2
"535","BRUNSWICK CORP","BC",2444,"117043109",2004-01-31,2008-05-31,"BRWICK",134,1,1,2
"536","UNISYS CORP","UIS",2504,"909214306",2004-01-31,2008-10-31,"BURCP",174,1,1,2
"537","CIGNA CORP","CI",2547,"125509109",2004-01-31,2018-06-30,"CONGEN",905,390,1,10
"538","CSX CORP","CSX",2574,"126408103",2004-01-31,2018-06-30,"CSXC",696,349,1,7
"539","CATERPILLAR INC","CAT",2817,"149123101",2004-01-31,2018-06-30,"CATRA",1536,728,1,16
"540","CENTEX CORP","CTX.2",2845,"152312104",2004-01-31,2009-07-31,"CNTKS",131,2,1,2
"541","CENTURYLINK INC","CTL",2884,"156700106",2004-01-31,2018-06-30,"CTLE",291,134,1,3
"542","CHEVRON CORP","CVX",2991,"166764100",2004-01-31,2018-06-30,"SOCAL",1344,694,1,14
"543","CHUBB CORP","CB.1",3024,"171232101",2004-01-31,2015-12-31,"CHBBCO",303,102,1,4
"544","CINTAS CORP","CTAS",3062,"172908105",2004-01-31,2018-06-30,"CNTAS",186,46,1,2
"545","IHEARTMEDIA INC","CCU.1",3105,"184502102",2004-01-31,2008-06-30,"CCMDIA",3,0,1,1
"546","CLEVELAND-CLIFFS INC","CLF",3107,"185899101",2009-12-31,2014-03-31,"CCIC",84,28,1,1
"547","COCA-COLA CO","KO",3144,"191216100",2004-01-31,2018-06-30,"COCA",774,362,1,8
"548","COLGATE-PALMOLIVE CO","CL",3170,"194162103",2004-01-31,2018-06-30,"COLPA",469,170,1,5
"549","AON PLC","AON",3221,"G0408V102",2004-01-31,2018-06-30,"CMBNDI",314,60,1,4
"550","COMCAST CORP","CMCSA",3226,"20030N101",2004-01-31,2018-06-30,"COMCST",1010,516,1,11
"551","COMCAST CORP","CMCSK",3226,"20030N200",2015-09-30,2015-11-30,"COMCST",6,1,1,1
"552","COMERICA INC","CMA",3231,"200340107",2004-01-31,2018-06-30,"COMEC",326,93,1,4
"553","CITIGROUP INC","C",3243,"172967424",2004-01-31,2018-06-30,"CCRED",4432,1583,1,45
"554","CA INC","CA",3310,"12673P105",2004-01-31,2018-06-30,"COMASC",537,116,1,6
"555","CORNING INC","GLW",3532,"219350105",2004-01-31,2018-06-30,"CORN",658,198,1,7
"556","CRANE CO","CR",3580,"224399105",2004-01-31,2004-11-30,"CRANE",10,0,1,1
"557","CUMMINS INC","CMI",3650,"231021106",2004-01-31,2018-06-30,"CUMEI",427,186,1,5
"558","DANA INC","DCNAQ",3734,"235811106",2004-01-31,2006-02-28,"DANA",180,0,1,2
"559","DANAHER CORP","DHR",3735,"235851102",2004-01-31,2018-06-30,"DMGI",451,150,1,5
"560","TARGET CORP","TGT",3813,"87612E106",2004-01-31,2018-06-30,"DAYHUD",1496,713,1,15
"561","DELUXE CORP","DLX",3863,"248019101",2004-01-31,2004-11-30,"DELCP",11,0,1,1
"562","DOVER CORP","DOV",4058,"260003108",2004-01-31,2018-06-30,"DVRCP",248,121,1,3
"563","DOWDUPONT INC","DWDP",4060,"26078J100",2004-01-31,2018-06-30,"DUPNT",1319,693,1,14
"564","FLOWSERVE CORP","FLS",4108,"34354P105",2008-10-31,2018-06-30,"DUR",113,65,1,2
"565","PERKINELMER INC","PKI",4145,"714046109",2004-01-31,2018-06-30,"EGG",184,45,1,2
"566","ECOLAB INC","ECL",4213,"278865100",2004-01-31,2018-06-30,"ECON",198,79,1,2
"567","EQUIFAX INC","EFX",4423,"294429105",2004-01-31,2018-06-30,"EQF",350,137,1,4
"568","EQT CORP","EQT",4430,"26884L109",2008-12-31,2018-06-30,"EQT",94,31,1,1
"569","FMC CORP","FMC",4510,"302491303",2009-08-31,2018-06-30,"FMCUSA",98,35,1,1
"570","FEDEX CORP","FDX",4598,"31428X106",2004-01-31,2018-06-30,"FDEXPS",1258,630,1,13
"571","MACY'S INC","M",4611,"55616P104",2004-01-31,2018-06-30,"FEDS",1110,478,1,12
"572","WACHOVIA CORP","WB.3",4739,"929903102",2004-01-31,2008-12-31,"FUNCP",752,55,1,8
"573","FLUOR CORP","FLR",4818,"343412102",2004-01-31,2018-06-30,"FLURCP",248,58,1,3
"574","TEGNA INC","TGNA",4988,"87901J105",2004-01-31,2017-05-31,"GGNEW",17,9,1,1
"575","GAP INC","GPS",4990,"364760108",2004-01-31,2018-06-30,"GAPSTR",954,331,1,10
"576","GEORGIA-PACIFIC CORP","GP.1",5134,"373298108",2004-01-31,2005-11-30,"GRGPAC",112,0,1,2
"577","GILLETTE CO","G.1",5169,"375766102",2004-01-31,2005-09-30,"GLLUK",146,0,1,2
"578","GOODRICH CORP","GR",5229,"382388106",2004-01-31,2012-06-30,"GDRBF",232,31,1,3
"579","HALLIBURTON CO","HAL",5439,"406216101",2004-01-31,2018-06-30,"HLLBT",979,352,1,10
"580","HARRIS CORP","HRS",5492,"413875105",2008-09-30,2018-06-30,"HARSCO",154,64,1,2
"581","HASBRO INC","HAS",5518,"418056107",2004-01-31,2018-06-30,"HASBRO",576,271,1,6
"582","WELLTOWER INC","WELL",5543,"95040Q104",2009-01-31,2018-06-30,"HCFDS",132,63,1,2
"583","HERCULES INC","HPC",5589,"427056106",2004-01-31,2008-10-31,"HERCLS",127,4,1,2
"584","HERSHEY CO","HSY",5597,"427866108",2004-01-31,2018-06-30,"HERSHF",625,280,1,7
"585","HP INC","HPQ",5606,"40434L105",2004-01-31,2018-06-30,"HEWLP",1367,825,1,14
"586","ITT INC","ITT",5860,"45073V108",2004-01-31,2011-10-31,"ITTIN",260,76,1,3
"587","INTEL CORP","INTC",6008,"458140100",2004-01-31,2018-06-30,"INTL",2881,1019,1,29
"588","KLA-TENCOR CORP","KLAC",6304,"482480100",2004-01-31,2018-06-30,"KLA",237,52,1,3
"589","KELLOGG CO","K",6375,"487836108",2004-01-31,2018-06-30,"KGGGB",650,308,1,7
"590","KERR-MCGEE CORP","KMG.1",6403,"492386107",2004-01-31,2006-07-31,"KMGUK",131,0,1,2
"591","KIMBERLY-CLARK CORP","KMB",6435,"494368103",2004-01-31,2018-06-30,"KMBCL",507,213,1,6
"592","KNIGHT-RIDDER INC","KRI",6475,"499040103",2004-01-31,2006-05-31,"KNGHTR",166,0,1,2
"593","KROGER CO","KR",6502,"501044101",2004-01-31,2018-06-30,"KROGR",682,344,1,7
"594","LSI CORP","LSI.1",6529,"502161102",2004-01-31,2014-04-30,"LSILGC",229,45,1,3
"595","LENNAR CORP","LEN",6669,"526057104",2005-10-31,2018-06-30,"LENC",457,210,1,5
"596","LOEWS CORP","L",6781,"540424108",2004-01-31,2018-06-30,"LOEW",280,71,1,3
"597","KEYSPAN CORP","KSE",6799,"49337W100",2004-01-31,2007-07-31,"LIL",110,0,1,2
"598","LOUISIANA-PACIFIC CORP","LPX",6821,"546347105",2004-01-31,2006-10-31,"LOUPAC",79,0,1,1
"599","MANITOWOC CO","MTW",6994,"563571405",2007-11-30,2009-08-31,"MANT",30,13,1,1
"600","MASCO CORP","MAS",7085,"574599106",2004-01-31,2018-06-30,"MCO",240,44,1,3
"601","MATTEL INC","MAT",7116,"577081102",2004-01-31,2018-06-30,"MATL",791,339,1,8
"602","MAYTAG CORP","MYG.1",7139,"578592107",2004-01-31,2006-03-31,"MTAG",265,0,1,3
"603","MCDONALD'S CORP","MCD",7154,"580135101",2004-01-31,2018-06-30,"BIGMAC",1887,1111,1,19
"604","MCKESSON CORP","MCK",7171,"58155Q103",2004-01-31,2018-06-30,"FORMK",457,169,1,5
"605","MEDTRONIC PLC","MDT",7228,"G5960L103",2004-01-31,2018-06-30,"MEDINC",921,360,1,10
"606","MEREDITH CORP","MDP",7260,"589433101",2004-01-31,2010-12-31,"MERDCO",123,8,1,2
"607","ENTERGY CORP","ETR",7366,"29364G103",2004-01-31,2018-06-30,"MIDSU",627,222,1,7
"608","MILLIPORE CORP","MIL.2",7409,"601073109",2004-01-31,2010-06-30,"MILI",83,3,1,1
"609","3M CO","MMM",7435,"88579Y101",2004-01-31,2018-06-30,"MMMUK",901,315,1,10
"610","MOLEX INC","MOLX",7506,"608554101",2004-01-31,2013-11-30,"MLXE",148,28,1,2
"611","NCR CORP","NCR",7648,"62886E108",2004-01-31,2007-09-30,"NCRCO",162,0,1,2
"612","NIKE INC","NKE",7906,"654106103",2004-01-31,2018-06-30,"NIKE",919,509,1,10
"613","NORDSTROM INC","JWN",7922,"655664100",2004-01-31,2018-06-30,"NOBE",513,212,1,6
"614","NISOURCE INC","NI",7974,"65473P105",2004-01-31,2018-06-30,"NINPUB",179,43,1,2
"615","TEREX CORP","TEX",7991,"880779103",2006-12-31,2008-10-31,"TERKS",29,5,1,1
"616","NUCOR CORP","NUE",8030,"670346105",2004-01-31,2018-06-30,"NUE",556,153,1,6
"617","FIRSTENERGY CORP","FE",8099,"337932107",2004-01-31,2018-06-30,"FRSNGY",382,119,1,4
"618","ONEOK INC","OKE",8151,"682680103",2010-03-31,2018-06-30,"OKE",147,68,1,2
"619","OWENS-ILLINOIS INC","OI",8215,"690768403",2009-01-31,2016-11-30,"OWENIL",124,113,1,2
"620","PACCAR INC","PCAR",8253,"693718108",2004-01-31,2018-06-30,"PACAR",217,95,1,3
"621","PALL CORP","PLL",8304,"696429307",2004-01-31,2015-07-31,"PLLEUR",176,56,1,2
"622","PARKER-HANNIFIN CORP","PH",8358,"701094104",2004-01-31,2018-06-30,"PRKHNF",304,103,1,4
"623","PAYCHEX INC","PAYX",8402,"704326107",2004-01-31,2018-06-30,"PAYCH",253,87,1,3
"624","PPL CORP","PPL",8455,"69351T106",2004-01-31,2018-06-30,"PPLRES",363,115,1,4
"625","PENTAIR PLC","PNR",8463,"G7S00T104",2012-10-31,2018-06-30,"PNTA",44,13,1,1
"626","PEPSICO INC","PEP",8479,"713448108",2004-01-31,2018-06-30,"PEPSCO",1121,519,1,12
"627","PFIZER INC","PFE",8530,"717081103",2004-01-31,2018-06-30,"PFIZ",2315,962,1,24
"628","EXELON CORP","EXC",8539,"30161N101",2004-01-31,2018-06-30,"PHELC",653,271,1,7
"629","CONOCOPHILLIPS","COP",8549,"20825C104",2004-01-31,2018-06-30,"PHILP",731,279,1,8
"630","PVH CORP","PVH",8551,"693656100",2013-02-28,2018-06-30,"PVH",120,40,1,2
"631","PULTEGROUP INC","PHM",8823,"745867101",2004-01-31,2018-06-30,"PUHO",307,127,1,4
"632","QUESTAR CORP","STR",8873,"748356102",2006-12-31,2010-06-30,"MFSUP",25,9,1,1
"633","RAYTHEON CO","RTN",8972,"755111507",2004-01-31,2018-06-30,"RAYTHN",483,148,1,5
"634","AUTONATION INC","AN",9063,"05329W102",2004-01-31,2017-07-31,"REPRES",423,149,1,5
"635","SAFECO CORP","SAF",9351,"786429100",2004-01-31,2008-08-31,"SAFCO",116,2,1,2
"636","SAFEWAY INC","SWY",9359,"786514208",2004-01-31,2014-12-31,"SFWFS",446,173,1,5
"637","SCANA CORP","SCG",9445,"80589M102",2009-01-31,2018-06-30,"SCAREL",172,60,1,2
"638","SCIENTIFIC-ATLANTA INC","SFA.1",9483,"808655104",2004-01-31,2006-01-31,"SCIANT",78,0,1,1
"639","SHERWIN-WILLIAMS CO","SHW",9667,"824348106",2004-01-31,2018-06-30,"SHRWNW",357,111,1,4
"640","SIGMA-ALDRICH CORP","SIAL",9699,"826552101",2004-01-31,2015-10-31,"SIAL",163,40,1,2
"641","SNAP-ON INC","SNA",9778,"833034101",2004-01-31,2018-06-30,"SNA",176,39,1,2
"642","KEYCORP","KEY",9783,"493267108",2004-01-31,2018-06-30,"SOCCOR",561,291,1,6
"643","SOUTHERN CO","SO",9850,"842587107",2004-01-31,2018-06-30,"SOTHCO",358,185,1,4
"644","AT&T INC","T",9899,"00206R102",2004-01-31,2018-06-30,"SBCATT",1872,1232,1,19
"645","STRYKER CORP","SYK",10115,"863667101",2004-01-31,2018-06-30,"STRY",376,203,1,4
"646","NAVIENT CORP","NAVI",10121,"63938C108",2004-01-31,2018-05-31,"NVNTCW",86,37,1,1
"647","SUNOCO INC","SUN.1",10156,"86764P109",2004-01-31,2012-09-30,"SUNOL",338,94,1,4
"648","SUPERVALU INC","SVU",10190,"868536301",2004-01-31,2012-04-30,"SVU",235,49,1,3
"649","SYSCO CORP","SYY",10247,"871829107",2004-01-31,2018-06-30,"SYSCOP",366,254,1,4
"650","TEKTRONIX INC","TEK.1",10391,"879131100",2004-01-31,2007-10-31,"TKTN",67,0,1,1
"651","TELLABS INC","TLAB",10420,"879664100",2004-01-31,2011-11-30,"TLAB",178,23,1,2
"652","TEMPLE-INLAND INC","TIN",10426,"879868107",2004-01-31,2007-11-30,"TL",119,0,1,2
"653","TERADYNE INC","TER",10453,"880770102",2004-01-31,2013-11-30,"TRADYN",109,23,1,2
"654","ANDEAVOR","ANDV",10466,"03349M105",2007-09-30,2018-06-30,"TSPTC",399,211,1,4
"655","TEXTRON INC","TXT",10519,"883203101",2004-01-31,2018-06-30,"TEXTR",443,107,1,5
"656","TORCHMARK CORP","TMK",10614,"891027104",2004-01-31,2018-06-30,"TMK",166,24,1,2
"657","AMEREN CORP","AEE",10860,"023608102",2004-01-31,2018-06-30,"AMRENC",314,83,1,4
"658","UDR INC","UDR",10894,"902653104",2016-03-31,2018-06-30,"ODRES",1,0,1,1
"659","UST INC","UST.1",10974,"902911106",2004-01-31,2008-12-31,"USTOB",113,0,1,2
"660","SPRINT CORP","S.3",10984,"852061100",2004-01-31,2013-06-30,"UNITEL",920,429,1,10
"661","UNOCAL CORP","UCL",11038,"915289102",2004-01-31,2005-07-31,"UNOL",101,0,1,2
"662","VF CORP","VFC",11060,"918204108",2004-01-31,2018-06-30,"VFCORP",337,99,1,4
"663","WALMART INC","WMT",11259,"931142103",2004-01-31,2018-06-30,"WLMRT",1883,852,1,19
"664","MEADWESTVACO CORP","MWV",11446,"583334107",2004-01-31,2015-06-30,"MEADC",198,50,1,2
"665","WEYERHAEUSER CO","WY",11456,"962166104",2004-01-31,2018-06-30,"WEYHAS",417,113,1,5
"666","WHIRLPOOL CORP","WHR",11465,"963320106",2004-01-31,2018-06-30,"WHRLPL",637,283,1,7
"667","XEROX CORP","XRX",11636,"984121608",2004-01-31,2018-06-30,"XRXCO",639,258,1,7
"668","BB&T CORP","BBT",11856,"054937107",2004-01-31,2018-06-30,"SNATCO",554,191,1,6
"669","NOVELL INC","NOVL",11910,"670006105",2004-01-31,2011-03-31,"NINC",229,18,1,3
"670","MICROSOFT CORP","MSFT",12141,"594918104",2004-01-31,2018-06-30,"MCROST",3610,1762,1,37
"671","ORACLE CORP","ORCL",12142,"68389X105",2004-01-31,2018-06-30,"ORCLE",1707,664,1,18
"672","COTY INC","COTY",12151,"222070203",2016-10-31,2018-06-30,"CTYINC",49,24,1,1
"673","DIRECTV","DTV.2",12206,"25490A309",2006-12-31,2015-06-30,"DTVINC",2,0,1,1
"674","GENZYME CORP","GENZ",12233,"372917104",2004-01-31,2011-03-31,"GNZYME",442,122,1,5
"675","GARTNER INC","IT",12441,"366651107",2017-04-30,2018-06-30,"GRTG",9,1,1,1
"676","FISERV INC","FISV",12635,"337738108",2004-01-31,2018-06-30,"FISRV",218,35,1,3
"677","KB HOME","KBH",12689,"48666K109",2004-01-31,2009-11-30,"KAUFBH",311,16,1,4
"678","CERNER CORP","CERN",12850,"156782104",2010-04-30,2018-06-30,"CERNE",94,63,1,1
"679","AIRGAS INC","ARG",12950,"009363102",2009-09-30,2016-04-30,"AIRGS",124,57,1,2
"680","HCP INC","HCP",13125,"40414L109",2008-03-31,2018-06-30,"HCPI",120,92,1,2
"681","MBIA INC","MBI",13561,"55262C100",2004-01-31,2009-11-30,"MBIAI",391,36,1,4
"682","CELGENE CORP","CELG",13599,"151020104",2006-11-30,2018-06-30,"CELG",492,272,1,5
"683","ABIOMED INC","ABMD",13619,"003654100",2018-05-31,2018-06-30,"ABMD",0,0,1,0
"684","CBS CORP","CBS",13714,"124857202",2004-01-31,2018-06-30,"WSTGE",692,343,1,7
"685","ZOETIS INC","ZTS",13721,"98978V103",2013-06-30,2018-06-30,"ZOETII",75,34,1,1
"686","FASTENAL CO","FAST",14225,"311900104",2008-09-30,2018-06-30,"FSNAL",175,104,1,2
"687","AMPHENOL CORP","APH",14282,"032095101",2008-09-30,2018-06-30,"AMPHNL",73,23,1,1
"688","ALTERA CORP","ALTR.",14324,"021441100",2004-01-31,2015-11-30,"ALTCRP",218,101,1,3
"689","ADT CORP","ADT.4",14438,"00101J106",2012-10-31,2016-04-30,"ADTSSI",80,43,1,1
"690","FREEPORT-MCMORAN INC","FCX",14590,"35671D857",2004-01-31,2018-06-30,"FMCC",499,252,1,5
"691","STAPLES INC","SPLS",15521,"855030102",2004-01-31,2017-08-31,"STPLS",541,226,1,6
"692","ALLERGAN INC","AGN.2",15708,"018490102",2004-01-31,2015-02-28,"ALLGOP",490,334,1,5
"693","SYMANTEC CORP","SYMC",15855,"871503108",2004-01-31,2018-06-30,"SYMT",622,232,1,7
"694","ABBVIE INC","ABBV",16101,"00287Y109",2013-01-31,2018-06-30,"ABVBBA",423,196,1,5
"695","SOLECTRON CORP","SLR",17110,"834182107",2004-01-31,2007-09-30,"SOLTRN",113,0,1,2
"696","NEWS CORP","NWSA",18043,"65249B109",2013-07-31,2018-06-30,"NNEWZ",146,147,1,2
"697","NEWS CORP","NWS",18043,"65249B208",2015-09-30,2018-06-30,"NNEWZ",68,55,1,1
"698","MALLINCKRODT PLC","MNK",18086,"G5785G107",2014-08-31,2017-06-30,"IMC",81,32,1,1
"699","PTC INC","PTC",18699,"69370C100",2004-01-31,2006-12-31,"PTCOR",59,0,1,1
"700","HOLOGIC INC","HOLX",20904,"436440101",2016-03-31,2018-06-30,"HOLGIN",24,2,1,1
"701","XILINX INC","XLNX",22325,"983919101",2004-01-31,2018-06-30,"XILN",264,61,1,3
"702","BAXALTA INC","BXLT",22734,"07177M103",2015-07-31,2016-05-31,"IFIWKY",45,33,1,1
"703","MBNA CORP","KRB",23592,"55262L100",2004-01-31,2005-12-31,"MBNAC",89,0,1,1
"704","AUTOZONE INC","AZO",23809,"053332102",2004-01-31,2018-06-30,"ATZONE",310,114,1,4
"705","PMC-SIERRA INC","PMCS",23943,"69344F106",2004-01-31,2007-06-30,"SIERS",80,0,1,1
"706","CEPHALON INC","CEPH",23945,"156708109",2008-11-30,2011-09-30,"CPHLN",68,51,1,1
"707","MEDIMMUNE INC","MEDI",24008,"584699102",2004-01-31,2007-05-31,"MDIMM",133,0,1,2
"708","AES CORP","AES",24216,"00130H105",2004-01-31,2018-06-30,"AESCOR",422,121,1,5
"709","BIOGEN INC","BIIB",24468,"09062X103",2004-01-31,2018-06-30,"IDECPH",619,256,1,7
"710","QUALCOMM INC","QCOM",24800,"747525103",2004-01-31,2018-06-30,"QCOM",1391,708,1,14
"711","SYNOPSYS INC","SNPS",24975,"871607107",2017-03-31,2018-06-30,"SYNOPS",15,1,1,1
"712","PRAXAIR INC","PX",25124,"74005P104",2004-01-31,2018-06-30,"PRAXA",264,147,1,3
"713","KOHL'S CORP","KSS",25283,"500255104",2004-01-31,2018-06-30,"KOHLDP",875,351,1,9
"714","STARBUCKS CORP","SBUX",25434,"855244109",2004-01-31,2018-06-30,"SBCOFF",1459,687,1,15
"715","DYNEGY INC","DYNIQ",25495,"26817G300",2004-01-31,2009-11-30,"TRINGL",277,24,1,3
"716","MCAFEE INC","MFE",25783,"579064106",2008-12-31,2011-02-28,"MCAVIR",47,34,1,1
"717","PEOPLESOFT INC","PSFT.",25944,"712713106",2004-01-31,2004-11-30,"PPLSFT",221,0,1,3
"718","COMPUWARE CORP","CPWR.",26011,"205638109",2004-01-31,2011-12-31,"CMPWRE",121,10,1,2
"719","CSRA INC","CSRA",26304,"12650T104",2015-11-30,2018-03-31,"RAEWFP",31,8,1,1
"720","FORTIVE CORP","FTV",26590,"34959J108",2016-07-31,2018-06-30,"FTVCZZ",25,4,1,1
"721","DDR CORP","DDR",27780,"23317H854",2007-03-31,2009-02-28,"DEVDRL",21,3,1,1
"722","ALLERGAN PLC","AGN",27845,"G0177J108",2004-01-31,2018-06-30,"WTSNPH",659,377,1,7
"723","HUMANA INC","HUM",27914,"444859102",2004-01-31,2018-06-30,"HMANA",966,499,1,10
"724","INTUIT INC","INTU",27928,"461202103",2004-01-31,2018-06-30,"ITUIT",421,162,1,5
